Genus,species,Year,Location,region,subregion,Elytron.mm
Pterostichus,algidus,1916,Pender harbour,Georgia_Depression,Sunshine_Coast,6.07
Pterosticus,algidus,1917,Wellington ,Georgia_Depression,Nanaimo,7.90
Pterostichus,algidus,1923,vancouver ,Georgia_Depression,Lower_Mainland,7.21
Pterosticus,algidus,1923,Victoria ,Georgia_Depression,Victoria,6.09
Pterostichus,algidus,1924,Burnaby,Georgia_Depression,Lower_Mainland,6.91
Pterostichus,algidus,1924,Burnaby,Georgia_Depression,Lower_Mainland,7.16
Pterostichus,algidus,1925,Duncan ,Georgia_Depression,Duncan,7.73
Pterosticus,algidus,1925,Victoria,Georgia_Depression,Victoria,6.84
Pterostichus,algidus,1926,Pender harbour,Georgia_Depression,Sunshine_Coast,6.73
Pterostichus,algidus,1926,Pender Harbour ,Georgia_Depression,Sunshine_Coast,7.04
Pterostichus,algidus,1927,Genoa Bay ,Georgia_Depression,Duncan,6.67
Pterostichus,algidus,1927,burnaby island ,Georgia_Depression,Lower_Mainland,6.67
Pterostichus,algidus,1927,UBC,Georgia_Depression,Lower_Mainland,6.21
Pterostichus,algidus,1927,UBC,Georgia_Depression,Lower_Mainland,6.56
Pterostichus,algidus,1927,Vancouver ,Georgia_Depression,Lower_Mainland,6.71
Pterostichus,algidus,1927,nanaimo ,Georgia_Depression,Nanaimo,6.85
Pterostichus,algidus,1927,Nanaimo ,Georgia_Depression,Nanaimo,7.17
Pterostichus,algidus,1927,Nanaimo ,Georgia_Depression,Nanaimo,5.98
Pterostichus,algidus,1927,Nanaimo ,Georgia_Depression,Nanaimo,6.86
Pterostichus,algidus,1927,Nanaimo ,Georgia_Depression,Nanaimo,6.60
Pterostichus,algidus,1927,Nanaimo ,Georgia_Depression,Nanaimo,5.99
Pterosticus,algidus,1927,Victoria,Georgia_Depression,Victoria,8.22
Pterosticus,algidus,1927,Victoria,Georgia_Depression,Victoria,7.54
Pterosticus,algidus,1927,Victoria,Georgia_Depression,Victoria,8.02
Pterosticus,algidus,1927,Victoria,Georgia_Depression,Victoria,7.86
Pterosticus,algidus,1927,Victoria ,Georgia_Depression,Victoria,6.41
Pterosticus,algidus,1927,Victoria ,Georgia_Depression,Victoria,7.53
Pterostichus,algidus,1928,Duncan,Georgia_Depression,Duncan,6.99
Pterostichus,algidus,1928,Duncan,Georgia_Depression,Duncan,7.24
Pterostichus,algidus,1928,Duncan,Georgia_Depression,Duncan,7.53
Pterostichus,algidus,1928,Duncan ,Georgia_Depression,Duncan,6.99
Pterostichus,algidus,1928,Duncan BC,Georgia_Depression,Duncan,7.10
Pterostichus,algidus,1928,Genoa Bay ,Georgia_Depression,Duncan,6.15
Pterostichus,algidus,1928,Genoa Bay ,Georgia_Depression,Duncan,6.72
Pterostichus,algidus,1928,Pender Island,Georgia_Depression,Gulf_Islands,5.87
Pterostichus,algidus,1928,Point Grey,Georgia_Depression,Lower_Mainland,6.38
Pterostichus,algidus,1928,UBC,Georgia_Depression,Lower_Mainland,5.97
Pterostichus,algidus,1928,UBC,Georgia_Depression,Lower_Mainland,7.35
Pterostichus,algidus,1928,UBC,Georgia_Depression,Lower_Mainland,6.31
Pterostichus,algidus,1928,UBC,Georgia_Depression,Lower_Mainland,7.02
Pterostichus,algidus,1928,UBC,Georgia_Depression,Lower_Mainland,5.68
Pterostichus,algidus,1928,UBC ,Georgia_Depression,Lower_Mainland,6.83
Pterostichus,algidus,1928,UBC ,Georgia_Depression,Lower_Mainland,7.04
Pterostichus,algidus,1928,Pender Harbour,Georgia_Depression,Sunshine_Coast,7.12
Pterostichus,algidus,1928,Pender harbour,Georgia_Depression,Sunshine_Coast,7.29
Pterostichus,algidus,1928,Pender harbour,Georgia_Depression,Sunshine_Coast,6.80
Pterostichus,algidus,1928,Pender Harbour,Georgia_Depression,Sunshine_Coast,7.59
Pterostichus,algidus,1928,Pender harbour,Georgia_Depression,Sunshine_Coast,6.67
Pterostichus,algidus,1928,Pender harbour,Georgia_Depression,Sunshine_Coast,6.57
Pterostichus,algidus,1928,Pender harbour,Georgia_Depression,Sunshine_Coast,5.33
Pterostichus,algidus,1928,Pender harbour,Georgia_Depression,Sunshine_Coast,6.67
Pterostichus,algidus,1928,Pender harbour,Georgia_Depression,Sunshine_Coast,6.99
Pterostichus,algidus,1928,Pender harbour,Georgia_Depression,Sunshine_Coast,6.59
Pterostichus,algidus,1928,pender harbour,Georgia_Depression,Sunshine_Coast,6.51
Pterostichus,algidus,1929,vancouver,Georgia_Depression,Lower_Mainland,6.94
Pterostichus,algidus,1930,Milner ,Georgia_Depression,Lower_Mainland,7.58
Pterostichus,algidus,1931,Vancouver,Georgia_Depression,Lower_Mainland,7.18
Pterosticus,algidus,1931,Victoria,Georgia_Depression,Victoria,7.45
Pterostichus,algidus,1932,Point Grey,Georgia_Depression,Lower_Mainland,5.59
Pterostichus,algidus,1932,vancouver ,Georgia_Depression,Lower_Mainland,6.67
Pterostichus,algidus,1933,vancouver ,Georgia_Depression,Lower_Mainland,7.45
Pterostichus,algidus,1933,vancouver ,Georgia_Depression,Lower_Mainland,6.00
Pterostichus,algidus,1934,Vancouver,Georgia_Depression,Lower_Mainland,6.60
Pterostichus,algidus,1934,Vancouver,Georgia_Depression,Lower_Mainland,8.77
Pterostichus,algidus,1934,"Vancouver Island, Cowichan Bay",Georgia_Depression,Victoria,6.46
Pterosticus,algidus,1934,Victoria ,Georgia_Depression,Victoria,7.42
Pterosticus,algidus,1937,Victoria ,Georgia_Depression,Victoria,6.92
Pterostichus,algidus,1939,vancouver,Georgia_Depression,Lower_Mainland,6.73
Pterostichus,algidus,1939,Ladysmith ,Georgia_Depression,Nanaimo,7.53
Pterostichus,algidus,1940,Vancouver,Georgia_Depression,Lower_Mainland,6.91
Pterostichus,algidus,1940,Pender harbour,Georgia_Depression,Sunshine_Coast,7.52
Pterosticus,algidus,1940,Victoria,Georgia_Depression,Victoria,7.44
Pterostichus,algidus,1942,Beaver Cover,Georgia_Depression,Port_Alberni,6.33
Pterosticus,algidus,1942,Victoria ,Georgia_Depression,Victoria,7.67
Pterostichus,algidus,1943,Galiano Is. ,Georgia_Depression,Lower_Mainland,7.24
Pterostichus,algidus,1946,Denoa Bay,Georgia_Depression,Duncan,6.44
Pterostichus,algidus,1946,Vancouver ,Georgia_Depression,Lower_Mainland,5.13
Pterosticus,algidus,1946,Wellington ,Georgia_Depression,Nanaimo,7.28
Pterosticus,algidus,1946,Wellington ,Georgia_Depression,Nanaimo,5.73
Pterosticus,algidus,1946,Wellington ,Georgia_Depression,Nanaimo,6.67
Pterosticus,algidus,1946,Wellington ,Georgia_Depression,Nanaimo,6.43
Pterostichus,algidus,1947,Point Grey,Georgia_Depression,Lower_Mainland,7.66
Pterosticus,algidus,1947,Washington,Georgia_Depression,Lower_Mainland,6.45
Pterostichus,algidus,1949,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,7.78
Pterostichus,algidus,1949,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,7.15
Pterosticus,algidus,1952,Wellington ,Georgia_Depression,Nanaimo,5.74
Pterostichus,algidus,1953,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,7.62
Pterostichus,algidus,1953,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,6.93
Pterosticus,algidus,1953,Victoria,Georgia_Depression,Victoria,5.06
Pterostichus,algidus,1955,Langara ,Georgia_Depression,Lower_Mainland,6.77
Pterostichus,algidus,1955,ubc,Georgia_Depression,Lower_Mainland,6.41
Pterostichus,algidus,1955,ubc,Georgia_Depression,Lower_Mainland,6.30
Pterostichus,algidus,1955,ubc,Georgia_Depression,Lower_Mainland,6.00
Pterostichus,algidus,1955,ubc,Georgia_Depression,Lower_Mainland,6.24
Pterostichus,algidus,1955,Vancouver,Georgia_Depression,Lower_Mainland,6.26
Pterostichus,algidus,1955,Vancouver,Georgia_Depression,Lower_Mainland,6.92
Pterostichus,algidus,1955,Vancouver ,Georgia_Depression,Lower_Mainland,6.14
Pterostichus,algidus,1955,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,6.37
Pterostichus,algidus,1955,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,6.73
Pterostichus,algidus,1955,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,5.85
Pterosticus,algidus,1955,Victoria,Georgia_Depression,Victoria,6.26
Pterosticus,algidus,1955,Victoria ,Georgia_Depression,Victoria,6.84
Pterosticus,algidus,1955,Victoria ,Georgia_Depression,Victoria,5.92
Pterosticus,algidus,1955,Victoria ,Georgia_Depression,Victoria,6.62
Pterosticus,algidus,1955,Victoria ,Georgia_Depression,Victoria,8.35
Pterosticus,algidus,1955,Victoria ,Georgia_Depression,Victoria,7.28
Pterosticus,algidus,1955,Victoria ,Georgia_Depression,Victoria,7.40
Pterostichus,algidus,1957,Saturna Island,Georgia_Depression,Gulf_Islands,7.36
Pterostichus,algidus,1957,Saturna Island,Georgia_Depression,Gulf_Islands,7.46
Pterostichus,algidus,1959,Mandaeite Island,Georgia_Depression,Gulf_Islands,7.62
Pterostichus,algidus,1959,UBC,Georgia_Depression,Lower_Mainland,5.67
Pterostichus,algidus,1959,UBC ,Georgia_Depression,Lower_Mainland,6.79
Pterosticus,algidus,1959,Wellington ,Georgia_Depression,Nanaimo,6.22
Pterostichus,algidus,1959,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,7.80
Pterostichus,algidus,1959,Vancouver Island (Royal Oak),Georgia_Depression,Victoria,8.18
Pterosticus,algidus,1959,Victoria ,Georgia_Depression,Victoria,7.11
Pterosticus,algidus,1959,Victoria ,Georgia_Depression,Victoria,8.13
Pterostichus,algidus,1960,Mandaeite Island,Georgia_Depression,Gulf_Islands,7.11
Pterostichus,algidus,1960,Langara,Georgia_Depression,Lower_Mainland,6.31
Pterostichus,algidus,1960,UBC,Georgia_Depression,Lower_Mainland,5.55
Pterostichus,algidus,1960,Vancouver,Georgia_Depression,Lower_Mainland,6.72
Pterostichus,algidus,1962,Galiano Island,Georgia_Depression,Lower_Mainland,6.40
Pterostichus,algidus,1962,Galiano Island,Georgia_Depression,Lower_Mainland,6.51
Pterostichus,algidus,1962,UBC,Georgia_Depression,Lower_Mainland,7.56
Pterostichus,algidus,1963,UBC,Georgia_Depression,Lower_Mainland,7.68
Pterostichus,algidus,1963,Vancouver,Georgia_Depression,Lower_Mainland,6.72
Pterostichus,algidus,1965,Saltwood Island ,Georgia_Depression,Gulf_Islands,6.70
Pterostichus,algidus,1965,Galiano Island ,Georgia_Depression,Lower_Mainland,7.18
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.93
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.86
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.70
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.54
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.48
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.79
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.47
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.73
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.48
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.14
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.99
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.53
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,7.08
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.65
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.87
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.21
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.38
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.76
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.51
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,7.06
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.53
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.71
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,7.27
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,7.25
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.36
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,7.08
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.20
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.70
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.71
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.18
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.33
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.88
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.96
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,7.00
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,7.32
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.37
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.85
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.84
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.13
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.94
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.57
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.68
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.49
Pterostichus,algidus,1965,UBC,Georgia_Depression,Lower_Mainland,6.61
Pterostichus,algidus,1965,Vancouver,Georgia_Depression,Lower_Mainland,6.56
Pterostichus,algidus,1965,Vancouver,Georgia_Depression,Lower_Mainland,6.52
Pterostichus,algidus,1965,Vancouver,Georgia_Depression,Lower_Mainland,6.78
Pterostichus,algidus,1965,Vancouver,Georgia_Depression,Lower_Mainland,6.05
Pterostichus,algidus,1967,Saturna Island,Georgia_Depression,Gulf_Islands,7.87
Pterostichus,algidus,1969,Galiano Is.,Georgia_Depression,Lower_Mainland,7.93
Pterostichus,algidus,1969,Galiano Island ,Georgia_Depression,Lower_Mainland,7.73
Pterostichus,algidus,1969,Galiano Island ,Georgia_Depression,Lower_Mainland,7.17
Pterostichus,algidus,1969,Daisy Lake,Georgia_Depression,Squamish,5.78
Pterostichus,algidus,1970,Galiano Island ,Georgia_Depression,Lower_Mainland,6.77
Pterostichus,algidus,1970,Vancouver,Georgia_Depression,Lower_Mainland,5.83
Pterostichus,algidus,1972,Mayne Is.,Georgia_Depression,Gulf_Islands,7.41
Pterostichus,algidus,1972,Mayne Is.,Georgia_Depression,Gulf_Islands,7.13
Pterostichus,algidus,1972,mayne island,Georgia_Depression,Gulf_Islands,6.88
Pterostichus,algidus,1972,mayne island,Georgia_Depression,Gulf_Islands,6.43
Pterostichus,algidus,1972,mayne island,Georgia_Depression,Gulf_Islands,6.56
Pterostichus,algidus,1972,mayne island,Georgia_Depression,Gulf_Islands,6.91
Pterostichus,algidus,1972,Galiano Is.,Georgia_Depression,Lower_Mainland,7.38
Pterostichus,algidus,1972,north vancouver,Georgia_Depression,Lower_Mainland,6.80
Pterostichus,algidus,1972,north vancouver,Georgia_Depression,Lower_Mainland,5.74
Pterostichus,algidus,1972,Vancouver,Georgia_Depression,Lower_Mainland,6.92
Pterostichus,algidus,1975,Galiano Island ,Georgia_Depression,Lower_Mainland,7.30
Pterostichus,algidus,1975,Galiano Island ,Georgia_Depression,Lower_Mainland,6.99
Pterostichus,algidus,1978,Galiano Is.,Georgia_Depression,Lower_Mainland,7.09
Pterostichus,algidus,1978,Galiano Is.,Georgia_Depression,Lower_Mainland,6.96
Pterostichus,algidus,1978,Galiano Is.,Georgia_Depression,Lower_Mainland,6.79
Pterostichus,algidus,1978,Galiano Is.,Georgia_Depression,Lower_Mainland,6.49
Pterostichus,algidus,1979,Galiano Is.,Georgia_Depression,Lower_Mainland,6.20
Pterostichus,algidus,1979,Galiano Is.,Georgia_Depression,Lower_Mainland,6.62
Pterosticus,algidus,1979,Victoria,Georgia_Depression,Victoria,6.78
Pterostichus,algidus,1980,Galiano Is.,Georgia_Depression,Lower_Mainland,7.03
Pterostichus,algidus,1980,Galiano Is.,Georgia_Depression,Lower_Mainland,7.29
Pterostichus,algidus,1980,Galiano Is.,Georgia_Depression,Lower_Mainland,7.02
Pterostichus,algidus,1980,Galiano Is.,Georgia_Depression,Lower_Mainland,6.25
Pterostichus,algidus,1980,Galiano Is.,Georgia_Depression,Lower_Mainland,6.86
Pterostichus,algidus,1980,Galiano Is.,Georgia_Depression,Lower_Mainland,6.84
Pterostichus,algidus,1980,Vancouver,Georgia_Depression,Lower_Mainland,6.82
Pterostichus,algidus,1981,Galiano Is.,Georgia_Depression,Lower_Mainland,6.80
Pterostichus,algidus,1981,Galiano Is.,Georgia_Depression,Lower_Mainland,7.38
Pterostichus,algidus,1981,Galiano Is.,Georgia_Depression,Lower_Mainland,7.14
Pterostichus,algidus,1981,Galiano Is.,Georgia_Depression,Lower_Mainland,7.39
Pterostichus,algidus,1981,Galiano Is.,Georgia_Depression,Lower_Mainland,6.93
Pterostichus,algidus,1981,Galiano Is.,Georgia_Depression,Lower_Mainland,6.63
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,7.74
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,7.09
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,7.33
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,6.41
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,7.75
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,5.91
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,6.14
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,6.27
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,6.50
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,5.66
Pterostichus,algidus,1982,Galiano Is.,Georgia_Depression,Lower_Mainland,6.84
Pterostichus,algidus,1982,Vancouver,Georgia_Depression,Lower_Mainland,7.10
Pterosticus,algidus,1982,Victoria ,Georgia_Depression,Victoria,8.41
Pterostichus,algidus,1983,Endownment Lands,Georgia_Depression,Lower_Mainland,6.31
Pterostichus,algidus,1983,Galiano Island ,Georgia_Depression,Lower_Mainland,7.41
Pterostichus,algidus,1983,North Vancouver,Georgia_Depression,Lower_Mainland,7.88
Pterostichus,algidus,1983,North Vancouver,Georgia_Depression,Lower_Mainland,7.07
Pterostichus,algidus,1983,North Vancouver,Georgia_Depression,Lower_Mainland,6.97
Pterostichus,algidus,1984,pebble beach,Georgia_Depression,Campbell_River,6.44
Pterostichus,algidus,1984,pebble beach,Georgia_Depression,Campbell_River,6.37
Pterostichus,algidus,1984,pebble beach,Georgia_Depression,Campbell_River,6.42
Pterostichus,algidus,1984,Burnaby,Georgia_Depression,Lower_Mainland,6.29
Pterostichus,algidus,1984,Burnaby,Georgia_Depression,Lower_Mainland,6.50
Pterostichus,algidus,1984,Burnaby,Georgia_Depression,Lower_Mainland,6.20
Pterostichus,algidus,1984,burnaby,Georgia_Depression,Lower_Mainland,7.00
Pterostichus,algidus,1984,burnaby,Georgia_Depression,Lower_Mainland,7.09
Pterostichus,algidus,1984,Capilano River,Georgia_Depression,Lower_Mainland,7.22
Pterostichus,algidus,1984,Capilano River,Georgia_Depression,Lower_Mainland,7.52
Pterostichus,algidus,1984,Capilano River,Georgia_Depression,Lower_Mainland,6.18
Pterostichus,algidus,1984,capilano river,Georgia_Depression,Lower_Mainland,7.49
Pterostichus,algidus,1984,capilano river,Georgia_Depression,Lower_Mainland,7.29
Pterostichus,algidus,1984,capilano river,Georgia_Depression,Lower_Mainland,6.85
Pterostichus,algidus,1984,capilano river,Georgia_Depression,Lower_Mainland,6.73
Pterostichus,algidus,1984,capilano river,Georgia_Depression,Lower_Mainland,6.52
Pterostichus,algidus,1984,Cresent City,Georgia_Depression,Lower_Mainland,5.69
Pterostichus,algidus,1984,Cresent City,Georgia_Depression,Lower_Mainland,6.53
Pterostichus,algidus,1984,Cresent City,Georgia_Depression,Lower_Mainland,6.23
Pterostichus,algidus,1984,Cresent City,Georgia_Depression,Lower_Mainland,6.22
Pterostichus,algidus,1984,Cresent City,Georgia_Depression,Lower_Mainland,5.77
Pterostichus,algidus,1984,Galiano Island ,Georgia_Depression,Lower_Mainland,6.68
Pterostichus,algidus,1984,Galiano Island ,Georgia_Depression,Lower_Mainland,6.14
Pterostichus,algidus,1984,Galiano Island ,Georgia_Depression,Lower_Mainland,7.30
Pterostichus,algidus,1984,North Vancouver,Georgia_Depression,Lower_Mainland,7.09
Pterostichus,algidus,1984,North Vancouver,Georgia_Depression,Lower_Mainland,6.42
Pterostichus,algidus,1984,North Vancouver,Georgia_Depression,Lower_Mainland,6.52
Pterostichus,algidus,1984,North Vancouver,Georgia_Depression,Lower_Mainland,6.52
Pterostichus,algidus,1984,North Vancouver,Georgia_Depression,Lower_Mainland,6.97
Pterostichus,algidus,1984,North Vancouver,Georgia_Depression,Lower_Mainland,7.12
Pterostichus,algidus,1984,North Vancouver,Georgia_Depression,Lower_Mainland,6.56
Pterostichus,algidus,1984,north vancouver,Georgia_Depression,Lower_Mainland,6.73
Pterostichus,algidus,1984,north vancouver,Georgia_Depression,Lower_Mainland,6.21
Pterostichus,algidus,1984,north vancouver,Georgia_Depression,Lower_Mainland,6.38
Pterostichus,algidus,1984,north vancouver,Georgia_Depression,Lower_Mainland,7.10
Pterostichus,algidus,1984,north vancouver,Georgia_Depression,Lower_Mainland,6.95
Pterostichus,algidus,1984,UBC,Georgia_Depression,Lower_Mainland,7.12
Pterostichus,algidus,1984,ubc,Georgia_Depression,Lower_Mainland,6.58
Pterosticus,algidus,1984,West Vancouver,Georgia_Depression,Lower_Mainland,7.21
Pterosticus,algidus,1984,West Vancouver,Georgia_Depression,Lower_Mainland,6.76
Pterosticus,algidus,1984,West Vancouver,Georgia_Depression,Lower_Mainland,6.34
Pterosticus,algidus,1984,West Vancouver,Georgia_Depression,Lower_Mainland,5.91
Pterosticus,algidus,1984,West Vancouver,Georgia_Depression,Lower_Mainland,6.44
Pterosticus,algidus,1984,West Vancouver,Georgia_Depression,Lower_Mainland,6.17
Pterosticus,algidus,1984,West Vancouver,Georgia_Depression,Lower_Mainland,6.67
Pterosticus,algidus,1984,West Vancouver,Georgia_Depression,Lower_Mainland,6.64
Pterostichus,algidus,1984,Squamish,Georgia_Depression,Squamish,6.21
Pterostichus,algidus,1984,anvil island,Georgia_Depression,Sunshine_Coast,6.92
Pterostichus,algidus,1984,anvil island,Georgia_Depression,Sunshine_Coast,6.80
Pterostichus,algidus,1984,anvil island,Georgia_Depression,Sunshine_Coast,7.40
Pterostichus,algidus,1984,passage island,Georgia_Depression,Sunshine_Coast,7.93
Pterostichus,algidus,1984,Saltery Bay,Georgia_Depression,Sunshine_Coast,7.04
Pterostichus,algidus,1984,Saltery Bay,Georgia_Depression,Sunshine_Coast,7.25
Pterostichus,algidus,1984,Saltery Bay,Georgia_Depression,Sunshine_Coast,6.93
Pterostichus,algidus,1984,Saltery Bay,Georgia_Depression,Sunshine_Coast,6.67
Pterostichus,algidus,1984,Saltery Bay,Georgia_Depression,Sunshine_Coast,7.25
Pterostichus,algidus,1984,Saltery Bay,Georgia_Depression,Sunshine_Coast,7.58
Pterostichus,algidus,1984,Saltery Bay,Georgia_Depression,Sunshine_Coast,7.65
Pterostichus,algidus,1984,saltery bay,Georgia_Depression,Sunshine_Coast,6.56
Pterostichus,algidus,1985,North Vancouver,Georgia_Depression,Lower_Mainland,7.50
Pterosticus,algidus,1985,West Vancouver,Georgia_Depression,Lower_Mainland,7.26
Pterosticus,algidus,1985,West Vancouver,Georgia_Depression,Lower_Mainland,7.73
Pterosticus,algidus,1985,West Vancouver,Georgia_Depression,Lower_Mainland,5.88
Pterosticus,algidus,1985,West Vancouver,Georgia_Depression,Lower_Mainland,6.93
Pterosticus,algidus,1985,West Vancouver,Georgia_Depression,Lower_Mainland,6.48
Pterosticus,algidus,1985,West Vancouver,Georgia_Depression,Lower_Mainland,6.80
Pterosticus,algidus,1985,West Vancouver,Georgia_Depression,Lower_Mainland,6.74
Pterosticus,algidus,1985,West Vancouver,Georgia_Depression,Lower_Mainland,6.28
Pterostichus,algidus,1987,Burnaby,Georgia_Depression,Lower_Mainland,7.04
Pterostichus,algidus,1987,UBC,Georgia_Depression,Lower_Mainland,7.19
Pterostichus,algidus,1989,Vancouver Island (Royal Oak)  ,Georgia_Depression,Victoria,7.67
Pterosticus,algidus,1989,Victoria ,Georgia_Depression,Victoria,7.65
Pterosticus,algidus,1989,Victoria ,Georgia_Depression,Victoria,7.70
Pterosticus,algidus,1989,Victoria ,Georgia_Depression,Victoria,7.33
Pterosticus,algidus,1989,Victoria ,Georgia_Depression,Victoria,7.50
Pterosticus,algidus,1989,Victoria ,Georgia_Depression,Victoria,7.74
Pterostichus,algidus,1990,Galiano Is.,Georgia_Depression,Lower_Mainland,6.01
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.34
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.92
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.20
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,6.43
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,8.69
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.80
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,8.17
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.76
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,6.19
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.62
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.82
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.97
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.20
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,6.43
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,6.67
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.63
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.32
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.38
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.44
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.15
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.04
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.58
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,7.02
Pterostichus,algidus,1990,Galiano Island,Georgia_Depression,Lower_Mainland,6.14
